date,item_id,store_id,current_price,recommended_price,price_change_pct,current_predicted_units,recommended_predicted_units,current_predicted_revenue,recommended_predicted_revenue,predicted_revenue_gain,predicted_revenue_gain_pct,recommended_price_support_weeks,recommendation,dept_id,state_id,price_direction,absolute_price_change_pct,large_price_change_flag,high_revenue_gain_flag,low_support_flag,recommendation_reliability
2016-05-21,FOODS_1_012,CA_1,5.64,5.64,0.0,20.302457809448242,20.302457809448242,114.50586204528808,114.50586204528808,0.0,0.0,25,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_012,CA_2,5.64,5.56,-1.4184397163120581,51.34199142456055,52.43699645996094,289.5688316345215,291.5497003173828,1.9808686828613418,0.6840752409988274,26,CHANGE,FOODS_1,CA,DECREASE,1.4184397163120581,False,False,False,HIGH
2016-05-21,FOODS_1_012,CA_3,5.64,5.56,-1.4184397163120581,1.1984459161758423,11.254175186157227,6.75923496723175,62.57321403503418,55.81397906780243,825.7440278135662,26,CHANGE,FOODS_1,CA,DECREASE,1.4184397163120581,False,True,False,HIGH
2016-05-21,FOODS_1_012,CA_4,5.64,5.64,0.0,35.687713623046875,35.687713623046875,201.27870483398436,201.27870483398436,0.0,0.0,26,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_012,TX_1,6.27,6.27,0.0,49.05143737792969,49.05143737792969,307.55251235961913,307.55251235961913,0.0,0.0,26,HOLD,FOODS_1,TX,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_012,TX_2,6.27,6.27,0.0,60.339908599853516,60.339908599853516,378.3312269210815,378.3312269210815,0.0,0.0,25,HOLD,FOODS_1,TX,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_012,TX_3,6.27,6.27,0.0,48.80193328857422,48.80193328857422,305.9881217193603,305.9881217193603,0.0,0.0,24,HOLD,FOODS_1,TX,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_012,WI_1,7.27,7.27,0.0,28.81414222717285,28.81414222717285,209.47881399154662,209.47881399154662,0.0,0.0,26,HOLD,FOODS_1,WI,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_012,WI_2,7.27,7.27,0.0,11.960244178771973,11.960244178771973,86.95097517967224,86.95097517967224,0.0,0.0,25,HOLD,FOODS_1,WI,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_012,WI_3,7.27,7.27,0.0,13.072759628295898,13.072759628295898,95.03896249771118,95.03896249771118,0.0,0.0,25,HOLD,FOODS_1,WI,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_019,CA_1,0.98,0.98,0.0,54.386356353759766,54.386356353759766,53.29862922668457,53.29862922668457,0.0,0.0,34,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_019,CA_2,0.98,0.98,0.0,66.74150848388672,66.74150848388672,65.40667831420899,65.40667831420899,0.0,0.0,34,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_019,CA_3,0.98,0.98,0.0,40.279754638671875,40.279754638671875,39.47415954589844,39.47415954589844,0.0,0.0,53,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_019,CA_4,0.98,0.98,0.0,37.73937225341797,37.73937225341797,36.98458480834961,36.98458480834961,0.0,0.0,34,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_019,TX_1,0.98,1.08,10.204081632653072,19.600128173828125,18.45459747314453,19.208125610351562,19.930965270996094,0.7228396606445315,3.763197280712189,19,CHANGE,FOODS_1,TX,INCREASE,10.204081632653072,False,False,False,MEDIUM
2016-05-21,FOODS_1_019,TX_2,0.98,0.98,0.0,39.57332229614258,39.57332229614258,38.78185585021973,38.78185585021973,0.0,0.0,34,HOLD,FOODS_1,TX,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_019,TX_3,0.98,0.98,0.0,27.64298439025879,27.64298439025879,27.09012470245361,27.09012470245361,0.0,0.0,34,HOLD,FOODS_1,TX,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_019,WI_1,0.88,0.88,0.0,35.363956451416016,35.363956451416016,31.120281677246094,31.120281677246094,0.0,0.0,53,HOLD,FOODS_1,WI,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_019,WI_2,0.88,0.88,0.0,46.62290954589844,46.62290954589844,41.028160400390625,41.028160400390625,0.0,0.0,53,HOLD,FOODS_1,WI,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_019,WI_3,0.88,0.88,0.0,31.28122901916504,31.28122901916504,27.527481536865235,27.527481536865235,0.0,0.0,53,HOLD,FOODS_1,WI,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_023,CA_1,5.64,5.64,0.0,15.8245210647583,15.8245210647583,89.25029880523681,89.25029880523681,0.0,0.0,25,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_023,CA_2,5.64,5.64,0.0,15.64173698425293,15.64173698425293,88.21939659118652,88.21939659118652,0.0,0.0,26,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_023,CA_3,5.64,5.64,0.0,36.78508758544922,36.78508758544922,207.46789398193357,207.46789398193357,0.0,0.0,26,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_023,CA_4,5.64,5.64,0.0,26.603893280029297,26.603893280029297,150.04595809936524,150.04595809936524,0.0,0.0,25,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_023,TX_1,6.27,6.27,0.0,14.423901557922363,14.423901557922363,90.43786276817322,90.43786276817322,0.0,0.0,26,HOLD,FOODS_1,TX,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_023,TX_2,6.27,6.27,0.0,20.958477020263672,20.958477020263672,131.40965091705323,131.40965091705323,0.0,0.0,26,HOLD,FOODS_1,TX,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_023,TX_3,6.27,6.27,0.0,21.456470489501953,21.456470489501953,134.53206996917723,134.53206996917723,0.0,0.0,24,HOLD,FOODS_1,TX,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_023,WI_1,7.27,7.27,0.0,8.226371765136719,8.226371765136719,59.80572273254394,59.80572273254394,0.0,0.0,26,HOLD,FOODS_1,WI,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_023,WI_2,7.27,7.27,0.0,7.392300128936768,7.392300128936768,53.742021937370296,53.742021937370296,0.0,0.0,26,HOLD,FOODS_1,WI,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_023,WI_3,7.27,7.19,-1.1004126547455184,5.57737398147583,5.690507411956787,40.54750884532928,40.9147482919693,0.3672394466400206,0.9057016253227193,19,CHANGE,FOODS_1,WI,DECREASE,1.1004126547455184,False,False,False,HIGH
2016-05-21,FOODS_1_037,CA_1,3.48,3.48,0.0,9.549715995788574,9.549715995788574,33.233011665344236,33.233011665344236,0.0,0.0,53,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_037,CA_2,3.48,3.48,0.0,11.27871322631836,11.27871322631836,39.24992202758789,39.24992202758789,0.0,0.0,53,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_037,CA_3,3.48,3.48,0.0,15.575607299804688,15.575607299804688,54.20311340332031,54.20311340332031,0.0,0.0,46,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_037,CA_4,3.48,3.48,0.0,4.21266508102417,4.21266508102417,14.660074481964111,14.660074481964111,0.0,0.0,53,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_037,TX_1,3.48,3.48,0.0,3.8415474891662598,3.8415474891662598,13.368585262298584,13.368585262298584,0.0,0.0,53,HOLD,FOODS_1,TX,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_037,TX_2,3.48,3.48,0.0,4.037656307220459,4.037656307220459,14.051043949127196,14.051043949127196,0.0,0.0,52,HOLD,FOODS_1,TX,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_037,TX_3,3.48,3.48,0.0,5.162917137145996,5.162917137145996,17.966951637268068,17.966951637268068,0.0,0.0,53,HOLD,FOODS_1,TX,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_037,WI_1,3.48,3.48,0.0,12.419724464416504,12.419724464416504,43.220641136169434,43.220641136169434,0.0,0.0,53,HOLD,FOODS_1,WI,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_037,WI_2,3.48,3.48,0.0,6.338424205780029,6.338424205780029,22.0577162361145,22.0577162361145,0.0,0.0,53,HOLD,FOODS_1,WI,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_037,WI_3,3.48,3.48,0.0,6.136786460876465,6.136786460876465,21.3560168838501,21.3560168838501,0.0,0.0,53,HOLD,FOODS_1,WI,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_055,CA_1,4.38,4.38,0.0,20.549869537353516,20.549869537353516,90.0084285736084,90.0084285736084,0.0,0.0,50,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_055,CA_2,4.38,4.38,0.0,34.15054702758789,34.15054702758789,149.57939598083496,149.57939598083496,0.0,0.0,50,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_055,CA_3,4.38,4.38,0.0,51.92110824584961,51.92110824584961,227.41445411682128,227.41445411682128,0.0,0.0,39,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_055,CA_4,4.38,4.38,0.0,7.958398818969727,7.958398818969727,34.8577868270874,34.8577868270874,0.0,0.0,50,HOLD,FOODS_1,CA,HOLD,0.0,False,False,False,HIGH
2016-05-21,FOODS_1_055,TX_1,4.38,4.38,0.0,14.302389144897461,14.302389144897461,62.64446445465088,62.64446445465088,0.0,0.0,50,HOLD,FOODS_1,TX,HOLD,0.0,False,False,False,HIGH
